name,co2_uptake_gt,co2_uptake_1,kh_co2_gt,kh_co2_1,qst_gt,qst_1
sample_639,0.0007932422073868828,0.008755937296505319,1.9959579591836737e-05,7.329313796872657e-08,-14.948323590189798,0.041611350069657015
sample_373,0.0013951331308299669,0.007885415197291315,3.5155310416666667e-05,8.014015909534007e-08,-18.573127920952082,0.02644602632738455
sample_35,0.0008789044040525345,0.009071426151422703,2.343685625e-05,2.3540575841246983e-08,-16.713160418627083,0.009405942177850693
sample_657,0.00105348313829,0.008640880706940926,2.6161782978723404e-05,8.406357097813113e-08,-17.675627279940425,0.03520771748654108
sample_789,0.0004411477377067985,0.003982717174447366,1.097867551020408e-05,1.9982640737954055e-08,-16.426353227142858,0.007586423345847302
sample_92,0.0010579155947794813,0.009341958535067712,2.574122558139535e-05,2.1810506248171042e-08,-17.070793865234883,0.005923609145469191
sample_334,0.000291287940425,0.005842003578955395,6.907861063829787e-06,1.3734370340700006e-08,-9.362745320046809,0.024052938218787744
sample_428,0.0001965151417097405,0.003973515980803482,4.042914285714286e-06,3.6953213662683874e-09,-7.56773535174898,0.004997955296644327
sample_246,0.00022566007094799998,0.0049428253461976605,5.91174288888889e-06,4.9519067583315496e-09,-8.046271167471112,0.006805296298404273
sample_484,0.000275367291129414,0.004785661373477514,6.93721936170213e-06,5.377439544965199e-08,-13.069258501529788,0.05686430258227107
sample_99,0.0002675165527027027,0.004794927369461914,6.604400444444444e-06,7.33604857476816e-09,-5.715699130142223,0.017001524491550145
sample_959,0.0006202901284628868,0.006134600172798972,1.4921893877551022e-05,2.52256543222374e-08,-15.646961710942856,0.009284870021801077
sample_79,0.000682587830052535,0.007211103281089476,1.7127112244897957e-05,2.2770672443559193e-08,-14.49949289276735,0.011216925717248114
sample_201,0.0005891910134234234,0.008274269087210191,1.604009347826087e-05,1.8113199633007606e-08,-15.377018196847825,0.008201702559585482
sample_887,0.0006661188375769735,0.005311202571643337,1.6465389130434783e-05,3.1331462366548816e-08,-16.686018153210863,0.018088471273798187
sample_675,0.0007684523792575001,0.009499838841080094,1.867822448979592e-05,1.389447468080604e-07,-17.07854731827959,0.11150959671983199
sample_17,0.00013067253509157,0.0033714527400000157,3.4573166666666666e-06,1.7682716765876847e-09,-7.382490550908334,0.0030746199614897843
sample_695,0.0006194816005265234,0.007868495233411777,1.439768125e-05,6.095310921878794e-08,-18.32663402745625,0.03799066595210019
sample_970,0.0006589518953929999,0.006259417766960156,1.740228367346939e-05,3.741077737840589e-08,-15.998891273828571,0.011371125346235512
sample_990,0.0005341136418639054,0.007288824759255554,1.3143738888888889e-05,1.910012038615019e-08,-14.210163838875,0.00863655164330752
sample_228,0.0006420827083164999,0.009910545869920285,1.8191567441860466e-05,1.1385010972822016e-08,-14.663096353986049,0.003919497343502693
sample_908,0.00020559429448282335,0.0032280902636656994,5.790665952380953e-06,2.4693039886187737e-09,-11.08750656482857,0.004207158296934211
sample_250,0.00014804565533999998,0.004932683331890276,4.279177105263158e-06,9.22330879932736e-10,-6.007814921442105,0.0012426864338995157
sample_774,0.00021931811021000004,0.005378535450326354,5.943529583333333e-06,7.239587050358751e-09,-7.455331046810417,0.007298219141453366
sample_111,0.00024299661722210154,0.005175054948381193,6.293103333333333e-06,6.8039044346284136e-09,-9.535236122557778,0.01310688499477747
sample_871,0.0005182806638491639,0.007196496173243422,1.1829002083333333e-05,2.4359798589610492e-08,-13.127663378895832,0.012791959669752873
sample_585,0.00047059702939400005,0.0051881034435102705,1.2370110416666667e-05,2.62669250165753e-08,-14.062945198806252,0.024226482536441506
sample_347,0.0007344857902270674,0.0074679232112735625,1.7788793548387096e-05,1.0691146034826408e-08,-16.421018105625805,0.005602689980106686
sample_624,0.00040460002204854856,0.00707122142122993,9.378130204081633e-06,1.7565004806031312e-08,-11.554277994542858,0.013259760303247128
sample_986,0.0005334265572412413,0.00889489122623272,1.2076902272727272e-05,1.2253357399585854e-08,-12.483871403370456,0.008605030935966844
sample_138,0.00015233043175203674,0.003567465193661931,4.047292391304348e-06,2.5582978247116724e-09,-7.762771821863045,0.007284154368601904
sample_1023,0.0027898035059999997,0.012134441016508794,6.734830625e-05,3.2459469047712047e-07,-24.76269163962083,0.059421394789035756
sample_55,0.00044992517792031807,0.005305574653214593,1.160748e-05,1.2932324948416162e-08,-13.616363234354287,0.008011769091084192
sample_531,0.000317394114466,0.005926499594957523,8.395201063829785e-06,1.0599652991919982e-08,-10.01566010897234,0.015245825226058028
sample_709,0.0011205866354639029,0.01099527762830997,2.8990390243902435e-05,3.1004726664659876e-08,-17.768932032965854,0.009915799057571935
sample_354,0.000154277861312,0.002943315793244207,4.0311427083333335e-06,5.363480578405292e-09,-8.977742937908333,0.013601939618760052
sample_670,0.0009268298632462499,0.0051642073910599315,2.2796450000000004e-05,2.443359146066472e-07,-19.16506996549583,0.12843083456071244
sample_932,0.0007121103708387775,0.009849299252967795,1.867185106382979e-05,9.229945683973879e-08,-18.359745714729787,0.0664902649281355
sample_690,0.0003369481144869487,0.005544250709873261,7.875527234042552e-06,8.501674604034366e-09,-10.465435395212767,0.009375961519422653
sample_596,0.00057594150443725,0.008847247781021014,1.3459591666666666e-05,3.6921097363913086e-08,-12.525191730291667,0.021949870244365927
sample_426,0.0008945347890395,0.012323830602419641,1.988595777777778e-05,9.247433395005419e-08,-17.08096249288,0.04894008302396747
sample_481,0.0007493669397923256,0.00736007606269285,1.7356210416666666e-05,1.4908669731391835e-08,-16.655765492116668,0.005877293090611285
sample_580,0.00101391009945075,0.011790971883698797,2.6125935416666666e-05,4.197063204185806e-08,-16.731986765933332,0.012230205524883452
sample_560,0.00157343751856021,0.007223016047834634,3.7803365116279066e-05,6.827019126737633e-08,-22.827906930944184,0.007189956548542543
sample_894,0.0003160896203707549,0.00605255396446835,8.33050515151515e-06,6.906533192175324e-09,-11.857275516854546,0.003471862653613272
sample_273,0.000305768676396,0.004812931067875128,8.78695953488372e-06,1.1511864850744416e-08,-13.489453703925582,0.005920134076801374
sample_757,0.00054304140184,0.005292070978984774,1.3697326666666668e-05,2.7055312889625817e-08,-14.50288396338889,0.02167301478412435
sample_293,0.0002035664938966914,0.0043958064107281645,5.83884387755102e-06,7.090557047955564e-09,-8.705349014338777,0.0047794604773139645
sample_689,0.000202096808996,0.005879852307453171,3.719996530612244e-06,3.854979049690485e-09,-6.358117458314286,0.005040651306155648
sample_710,0.0011509849974791289,0.00896346916615164,2.589374418604651e-05,4.732544083174359e-08,-17.987498829427906,0.009644582846842375
sample_640,0.00015670491988950002,0.005164082639111159,3.870220425531914e-06,3.910981243499877e-09,-5.927889544582977,0.005055714487705215
sample_478,0.0003614259315202023,0.004546391692198302,9.038162127659575e-06,1.20031112874723e-08,-12.856712573178722,0.010628457104410629
sample_22,0.00029217423365015654,0.005124707204464312,7.752057959183673e-06,1.595895282989781e-08,-11.114334262685714,0.017060109891932976
sample_498,0.0006742732907789999,0.009589296152264172,1.5332788372093026e-05,1.482471133242664e-07,-18.9205146789,0.16505427648481205
sample_85,0.0006585066476422499,0.010164049354665116,1.5442689795918368e-05,7.389285471213959e-08,-14.262616455863267,0.02985209302786155
sample_1000,0.00019674870881657724,0.003202611672222476,5.153895652173912e-06,1.2638591289857434e-08,-10.545823044736954,0.028574060203195625
sample_607,0.00024472529362267896,0.005074985810951805,5.350857441860466e-06,4.982710616103356e-09,-8.421201673730232,0.006051238452293794
sample_739,0.0005510307936038453,0.007696119472668552,1.4538689583333334e-05,1.1879591035036646e-08,-13.972652107610417,0.00813226805936138
sample_65,0.00032679450656000004,0.005767772556329849,8.19278775510204e-06,9.733943367423941e-08,-12.36250352235102,0.14775722833335833
sample_285,0.0004296260033008903,0.006389877927929656,9.306508571428572e-06,3.5583914561360374e-08,-11.255240685512245,0.03071849543799554
sample_803,0.000175492060064,0.003608217638261455,4.216516521739131e-06,5.834619400944261e-09,-8.729217122902174,0.008432071398364004
sample_599,0.0006904444952433436,0.008028963685955444,1.8584088636363637e-05,8.698349168326859e-08,-17.182111397543178,0.04319720161087485
sample_222,0.00037378276565175,0.008071449550882898,8.745874772727271e-06,3.832433649213064e-09,-10.559414898727272,0.003342788556628443
sample_844,0.00023306387897975,0.005458182279975313,6.412823877551021e-06,6.550150899126895e-09,-8.264339520838776,0.008591570164313583
sample_788,0.00042483410680425,0.007988097178138595,1.1337842857142855e-05,1.7397736188648117e-08,-11.690183793012245,0.010781342290659454
sample_656,0.021745523572189736,0.020917952831401757,0.0005169016304347826,6.750859923835461e-06,-38.86546290759784,0.05280304218218861
sample_517,0.0007026929633032964,0.007092709435364816,1.9103441666666666e-05,2.2881723359242056e-08,-15.649589726868749,0.014147765091510563
sample_73,0.00025790238744984164,0.004610031026318963,6.812317391304348e-06,5.2582562140026735e-09,-10.22812754467826,0.007540421780588608
sample_93,0.0003519749164016456,0.004413121942082841,9.331036444444443e-06,8.789116794348055e-09,-12.592579703000004,0.007243525666991935
sample_1016,0.000465382694547576,0.007636753062934086,1.1969806382978718e-05,2.0143648006313537e-08,-13.460223688236171,0.012875845062059013
sample_80,0.0002949507087760521,0.006163891420422437,8.432059534883721e-06,2.4402610930537127e-09,-10.167281293781395,0.0022683347866894474
sample_940,0.00036501182003399995,0.004628826332350953,1.0935125e-05,1.706551713251025e-08,-14.040950261130002,0.010313196300172963
sample_602,0.00022495164873000004,0.0048119455107837605,4.7276232608695635e-06,4.089015005420722e-09,-8.66247038096522,0.009087577613475502
sample_504,0.000541526120017017,0.00779336705305004,1.3002377083333336e-05,1.69290706525704e-08,-13.483003223652084,0.015699643226248165
sample_27,0.0003215376175830831,0.005938705850605022,8.104869285714285e-06,6.853194039089772e-09,-9.678718094966666,0.00489574614005591
sample_907,0.0011872768818000001,0.005768855470936719,2.8412506382978723e-05,3.248022248807115e-08,-18.730553200146808,0.004044668709851321
sample_969,0.0002434453163578176,0.00346220042400758,7.027740930232558e-06,3.7685762001753195e-09,-10.158456892302326,0.006856779679807214
sample_413,0.000247398137832,0.005640697932739847,6.7283612500000005e-06,7.281926434959838e-09,-9.474198028516668,0.011150346153002096
sample_137,0.000690330003016,0.011961067242437616,1.8919441304347828e-05,6.207281791769937e-07,-18.95772626217174,0.2911500090905564
sample_49,0.0003260987206297293,0.005395241399297409,8.09904765957447e-06,6.624359049770679e-09,-10.99073191238936,0.006384431641621041
sample_170,0.00036725759347262533,0.0060102748484130684,8.881858139534886e-06,2.2126398865862166e-08,-12.04353691455349,0.028604976880914224
sample_810,0.00026570371847749473,0.004859673108113036,7.373489795918367e-06,7.443144905266825e-09,-9.64582908902653,0.009523062836398003
sample_190,0.00064342813037325,0.00813306632963924,1.628811836734694e-05,4.141220698212492e-08,-15.524544786663265,0.03264567538912463
sample_330,0.000415672148093314,0.0053235216728438044,1.0263102173913044e-05,1.9814986523494586e-08,-12.581037947521738,0.018658039967141576
sample_888,0.00023881238469000002,0.00562384978634174,6.298034893617021e-06,5.449373913809982e-09,-7.506929400217022,0.0060224835914818
sample_911,0.0017796565979256195,0.010958752421770067,4.4426436956521745e-05,1.024563350444337e-07,-20.36404471002391,0.02341523544875641
sample_555,0.00019121519779200001,0.005035383755571891,4.771001739130436e-06,2.683973615132952e-09,-6.81790784524565,0.002810416003033307
sample_653,0.0007036736966182124,0.00787565011687709,1.6660404081632653e-05,3.663824788155215e-08,-14.49520647324898,0.022314248038803868
sample_121,0.000938416968957,0.007420618934946382,2.3980252173913045e-05,3.868610996171301e-08,-16.588784936721737,0.007767108053624462
sample_319,0.015418996780148,0.02226609392320571,0.0003643394761904762,1.0083494562043779e-05,-37.72608003520953,0.09331764901777191
sample_260,0.00042387861904,0.007601351398979312,1.0525708163265304e-05,2.7154620283643387e-08,-12.944732237004084,0.02360623336062617
